idx,r,g,b,a,VIS,MSH,name
866,204,204,204,1.0,1.0,1.0,ventral spinocerebellar tract
78,204,204,204,1.0,1.0,1.0,middle cerebellar peduncle
1123,204,204,204,1.0,1.0,1.0,inferior cerebellar peduncle
553,204,204,204,1.0,1.0,1.0,dorsal spinocerebellar tract
499,204,204,204,1.0,1.0,1.0,cuneocerebellar tract
650,204,204,204,1.0,1.0,1.0,juxtarestiform body
490,204,204,204,1.0,1.0,1.0,bulbocerebellar tract
404,204,204,204,1.0,1.0,1.0,olivocerebellar tract
410,204,204,204,1.0,1.0,1.0,reticulocerebellar tract
373,204,204,204,1.0,1.0,1.0,trigeminocerebellar tract
728,204,204,204,1.0,1.0,1.0,arbor vitae
484682512,204,204,204,1.0,1.0,1.0,supra-callosal cerebral white matter
983,204,204,204,1.0,1.0,1.0,lateral forebrain bundle system
776,204,204,204,1.0,1.0,1.0,corpus callosum
956,204,204,204,1.0,1.0,1.0,"corpus callosum, anterior forceps"
579,204,204,204,1.0,1.0,1.0,external capsule
964,204,204,204,1.0,1.0,1.0,"corpus callosum, extreme capsule"
1108,204,204,204,1.0,1.0,1.0,genu of corpus callosum
971,204,204,204,1.0,1.0,1.0,"corpus callosum, posterior forceps"
979,204,204,204,1.0,1.0,1.0,"corpus callosum, rostrum"
484682516,204,204,204,1.0,1.0,1.0,"corpus callosum, body"
986,204,204,204,1.0,1.0,1.0,"corpus callosum, splenium"
784,204,204,204,1.0,1.0,1.0,corticospinal tract
6,204,204,204,1.0,1.0,1.0,internal capsule
924,204,204,204,1.0,1.0,1.0,cerebal peduncle
1036,204,204,204,1.0,1.0,1.0,corticotectal tract
1012,204,204,204,1.0,1.0,1.0,corticorubral tract
1003,204,204,204,1.0,1.0,1.0,corticopontine tract
994,204,204,204,1.0,1.0,1.0,corticobulbar tract
190,204,204,204,1.0,1.0,1.0,pyramid
198,204,204,204,1.0,1.0,1.0,pyramidal decussation
1019,204,204,204,1.0,1.0,1.0,"corticospinal tract, crossed"
1028,204,204,204,1.0,1.0,1.0,"corticospinal tract, uncrossed"
896,204,204,204,1.0,1.0,1.0,thalamus related
1092,204,204,204,1.0,1.0,1.0,external medullary lamina of the thalamus
14,204,204,204,1.0,1.0,1.0,internal medullary lamina of the thalamus
86,204,204,204,1.0,1.0,1.0,middle thalamic commissure
365,204,204,204,1.0,1.0,1.0,thalamic peduncles
484682520,204,204,204,1.0,1.0,1.0,optic radiation
484682524,204,204,204,1.0,1.0,1.0,auditory radiation
1000,204,204,204,1.0,1.0,1.0,extrapyramidal fiber systems
760,204,204,204,1.0,1.0,1.0,cerebral nuclei related
142,204,204,204,1.0,1.0,1.0,pallidothalmic pathway
102,204,204,204,1.0,1.0,1.0,nigrostriatal tract
109,204,204,204,1.0,1.0,1.0,nigrothalamic fibers
134,204,204,204,1.0,1.0,1.0,pallidotegmental fascicle
309,204,204,204,1.0,1.0,1.0,striatonigral pathway
317,204,204,204,1.0,1.0,1.0,subthalamic fascicle
877,204,204,204,1.0,1.0,1.0,tectospinal pathway
1051,204,204,204,1.0,1.0,1.0,direct tectospinal pathway
1060,204,204,204,1.0,1.0,1.0,doral tegmental decussation
1043,204,204,204,1.0,1.0,1.0,crossed tectospinal pathway
863,204,204,204,1.0,1.0,1.0,rubrospinal tract
397,204,204,204,1.0,1.0,1.0,ventral tegmental decussation
221,204,204,204,1.0,1.0,1.0,rubroreticular tract
736,204,204,204,1.0,1.0,1.0,central tegmental bundle
855,204,204,204,1.0,1.0,1.0,retriculospinal tract
205,204,204,204,1.0,1.0,1.0,"retriculospinal tract, lateral part"
213,204,204,204,1.0,1.0,1.0,"retriculospinal tract, medial part"
941,204,204,204,1.0,1.0,1.0,vestibulospinal pathway
991,204,204,204,1.0,1.0,1.0,medial forebrain bundle system
768,204,204,204,1.0,1.0,1.0,cerebrum related
884,204,204,204,1.0,1.0,1.0,amygdalar capsule
892,204,204,204,1.0,1.0,1.0,ansa peduncularis
908,204,204,204,1.0,1.0,1.0,"anterior commissure, temporal limb"
940,204,204,204,1.0,1.0,1.0,cingulum bundle
1099,204,204,204,1.0,1.0,1.0,fornix system
466,204,204,204,1.0,1.0,1.0,alveus
530,204,204,204,1.0,1.0,1.0,dorsal fornix
603,204,204,204,1.0,1.0,1.0,fimbria
745,204,204,204,1.0,1.0,1.0,"precommissural fornix, general"
420,204,204,204,1.0,1.0,1.0,precommissural fornix diagonal band
737,204,204,204,1.0,1.0,1.0,postcommissural fornix
428,204,204,204,1.0,1.0,1.0,medial corticohypothalmic tract
436,204,204,204,1.0,1.0,1.0,columns of the fornix
618,204,204,204,1.0,1.0,1.0,hippocampal commissures
443,204,204,204,1.0,1.0,1.0,dorsal hippocampal commissure
449,204,204,204,1.0,1.0,1.0,ventral hippocampal commissure
713,204,204,204,1.0,1.0,1.0,perforant path
474,204,204,204,1.0,1.0,1.0,angular path
37,204,204,204,1.0,1.0,1.0,longitudinal association bundle
301,204,204,204,1.0,1.0,1.0,stria terminalis
484682528,204,204,204,1.0,1.0,1.0,commissural branch of stria terminalis
824,204,204,204,1.0,1.0,1.0,hypothalamus related
54,204,204,204,1.0,1.0,1.0,medial forebrain bundle
405,204,204,204,1.0,1.0,1.0,ventrolateral hypothalamic tract
174,204,204,204,1.0,1.0,1.0,preoptic commissure
349,204,204,204,1.0,1.0,1.0,supraoptic commissures
817,204,204,204,1.0,1.0,1.0,"supraoptic commissures, anterior"
825,204,204,204,1.0,1.0,1.0,"supraoptic commissures, dorsal"
833,204,204,204,1.0,1.0,1.0,"supraoptic commissures, ventral"
166,204,204,204,1.0,1.0,1.0,premammillary commissure
341,204,204,204,1.0,1.0,1.0,supramammillary decussation
182,204,204,204,1.0,1.0,1.0,propriohypothalamic pathways
762,204,204,204,1.0,1.0,1.0,"propriohypothalamic pathways, dorsal"
770,204,204,204,1.0,1.0,1.0,"propriohypothalamic pathways, lateral"
779,204,204,204,1.0,1.0,1.0,"propriohypothalamic pathways, medial"
787,204,204,204,1.0,1.0,1.0,"propriohypothalamic pathways, ventral"
150,204,204,204,1.0,1.0,1.0,periventricular bundle of the hypothalamus
46,204,204,204,1.0,1.0,1.0,mammillary related
753,204,204,204,1.0,1.0,1.0,principal mammillary tract
690,204,204,204,1.0,1.0,1.0,mammilothalmic tract
681,204,204,204,1.0,1.0,1.0,mammillotegmental tract
673,204,204,204,1.0,1.0,1.0,mammillary peduncle
1068,204,204,204,1.0,1.0,1.0,dorsal thalamus related
722,204,204,204,1.0,1.0,1.0,periventricular bundle of the thalamus
1083,204,204,204,1.0,1.0,1.0,epithalamus related
802,204,204,204,1.0,1.0,1.0,stria medullaris
595,204,204,204,1.0,1.0,1.0,fasciculus retroflexus
611,204,204,204,1.0,1.0,1.0,habenular commissure
730,204,204,204,1.0,1.0,1.0,pineal stalk
70,204,204,204,1.0,1.0,1.0,midbrain related
547,204,204,204,1.0,1.0,1.0,dorsal longitudinal fascicle
563,204,204,204,1.0,1.0,1.0,dorsal tegmental tract
73,170,170,170,1.0,1.0,1.0,ventricular systems
81,170,170,170,1.0,1.0,1.0,lateral ventricle
89,170,170,170,1.0,1.0,1.0,rhinocele
98,170,170,170,1.0,1.0,1.0,subependymal zone
108,170,170,170,1.0,1.0,1.0,choroid plexus
116,170,170,170,1.0,1.0,1.0,choroid fissure
124,170,170,170,1.0,1.0,1.0,interventricular foramen
129,170,170,170,1.0,1.0,1.0,third ventricle
140,170,170,170,1.0,1.0,1.0,cerebral aqueduct
145,170,170,170,1.0,1.0,1.0,fourth ventricle
153,170,170,170,1.0,1.0,1.0,lateral recess
164,170,170,170,1.0,1.0,1.0,"central canal, spinal cord/medulla"
1024,170,170,170,1.0,1.0,1.0,grooves
1032,170,170,170,1.0,1.0,1.0,grooves of the cerebral cortex
1055,170,170,170,1.0,1.0,1.0,endorhinal groove
1063,170,170,170,1.0,1.0,1.0,hippocampal fissure
1071,170,170,170,1.0,1.0,1.0,rhinal fissure
1078,170,170,170,1.0,1.0,1.0,rhinal incisure
1040,170,170,170,1.0,1.0,1.0,grooves of the cerebellar cortex
1087,170,170,170,1.0,1.0,1.0,precentral fissure
1095,170,170,170,1.0,1.0,1.0,preculminate fissure
1103,170,170,170,1.0,1.0,1.0,primary fissure
1112,170,170,170,1.0,1.0,1.0,posterior superior fissure
1119,170,170,170,1.0,1.0,1.0,prepyramidal fissure
3,170,170,170,1.0,1.0,1.0,secondary fissure
11,170,170,170,1.0,1.0,1.0,posterolateral fissure
18,170,170,170,1.0,1.0,1.0,nodular fissure
25,170,170,170,1.0,1.0,1.0,simple fissure
34,170,170,170,1.0,1.0,1.0,intercrural fissure
43,170,170,170,1.0,1.0,1.0,ansoparamedian fissure
49,170,170,170,1.0,1.0,1.0,intraparafloccular fissure
57,170,170,170,1.0,1.0,1.0,paramedian sulcus
65,170,170,170,1.0,1.0,1.0,parafloccular sulcus
624,170,170,170,1.0,1.0,1.0,Interpeduncular fossa
304325711,127,46,126,1.0,1.0,1.0,retina
0,0,0,0,1.0,1.0,1.0,Clear Label
