idx,name,r,g,b,a,VIS,MSH
2167,transverse fibers of the pons,204,204,204,1.0,1.0,1.0
1123,inferior cerebellar peduncle,204,204,204,1.0,1.0,1.0
2275,cerebellar white matter,204,204,204,1.0,1.0,1.0
728,middle cerebellar peduncle,204,204,204,1.0,1.0,1.0
776,corpus callosum,204,204,204,1.0,1.0,1.0
956,forceps minor of the corpus callosum,204,204,204,1.0,1.0,1.0
579,external capsule,204,204,204,1.0,1.0,1.0
1108,genu of the corpus callosum,204,204,204,1.0,1.0,1.0
971,forceps major of the corpus callosum,204,204,204,1.0,1.0,1.0
986,splenium of the corpus callosum,204,204,204,1.0,1.0,1.0
6,internal capsule,204,204,204,1.0,1.0,1.0
924,cerebral peduncle,204,204,204,1.0,1.0,1.0
190,pyramidal tract,204,204,204,1.0,1.0,1.0
198,pyramidal decussation,204,204,204,1.0,1.0,1.0
2169,longitudinal fasciculus of the pons,204,204,204,1.0,1.0,1.0
1092,External medullary lamina,204,204,204,1.0,1.0,1.0
2109,superior thalamic radiation,204,204,204,1.0,1.0,1.0
102,nigrostriatal bundle,204,204,204,1.0,1.0,1.0
877,tectospinal tract,204,204,204,1.0,1.0,1.0
1060,dorsal tegmental decussation,204,204,204,1.0,1.0,1.0
863,rubrospinal tract,204,204,204,1.0,1.0,1.0
397,ventral tegmental decussation,204,204,204,1.0,1.0,1.0
941,vestibulomesencephalic tract,204,204,204,1.0,1.0,1.0
908,"anterior commissure, posterior limb",204,204,204,1.0,1.0,1.0
940,cingulum,204,204,204,1.0,1.0,1.0
466,alveus of the hippocampus,204,204,204,1.0,1.0,1.0
530,dorsal fornix,204,204,204,1.0,1.0,1.0
603,fimbria of the hippocampus,204,204,204,1.0,1.0,1.0
436,fornix,204,204,204,1.0,1.0,1.0
443,dorsal hippocampal commissure,204,204,204,1.0,1.0,1.0
449,ventral hippocampal commissure,204,204,204,1.0,1.0,1.0
301,stria terminalis,204,204,204,1.0,1.0,1.0
2394,commissural stria terminalis,204,204,204,1.0,1.0,1.0
341,retromammillary decussation,204,204,204,1.0,1.0,1.0
753,principal mammillary tract,204,204,204,1.0,1.0,1.0
690,mammilothalmic tract,204,204,204,1.0,1.0,1.0
681,mammillotegmental tract,204,204,204,1.0,1.0,1.0
673,mammillary peduncle,204,204,204,1.0,1.0,1.0
802,stria medullaris,204,204,204,1.0,1.0,1.0
595,fasciculus retroflexus,204,204,204,1.0,1.0,1.0
611,habenular commissure,204,204,204,1.0,1.0,1.0
81,lateral ventricle,170,170,170,1.0,1.0,1.0
98,ependymal and subendymal layer/olfacotry ventricle,170,170,170,1.0,1.0,1.0
129,3rd Ventricle,170,170,170,1.0,1.0,1.0
2373,dorsal third ventricle,170,170,170,1.0,1.0,1.0
140,aqueduct,170,170,170,1.0,1.0,1.0
145,4th Ventricle,170,170,170,1.0,1.0,1.0
2219,superior medullary velum,170,170,170,1.0,1.0,1.0
153,lateral recess of the 4th ventricle,170,170,170,1.0,1.0,1.0
164,central canal,170,170,170,1.0,1.0,1.0
624,Interpeduncular fossa,170,170,170,1.0,1.0,1.0
